Country,Team_Matches_Played,Matches_Won,Points,Rating
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
South Africa,100,59,2238,112
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
West Indies,91,45,2395,120
